id,author_id,full_name,others,university,subjects,document_by_author,total_citation_number,total_document,h_index
120,7201565848,"Hanson Gail G.","HANSON, GAIL G.| Hanson, G.| Hanson, G. G.| Hanson, Gail","University of California, Riverside, Riverside, United States","Physics and Astronomy, Engineering, Mathematics, Multidisciplinary, Biochemistry Genetics and Molecular Biology, Energy, Arts and Humanities",1450,69214,30901,108
121,8048728500,"Hansroul Michel J.","Hansroul, M.| Hansroul, Marc","European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Biochemistry Genetics and Molecular Biology, Medicine",364,14332,7863,58
122,7005191782,NA,NA,NA,,364,1111,1111,1111
123,35227243000,"Harrison Paul F.","Harrison, P.| Harrison, P. P.| Harrison, Paul| Harrison, P. F.","The University of Warwick, Coventry, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Materials Science, Chemistry, Computer Science, Multidisciplinary, Chemical Engineering, Dentistry, Biochemistry Genetics and Molecular Biology, Social Sciences, Medicine, Energy",1719,60545,25956,106
124,7401987863,NA,NA,NA,,1719,1111,1111,1111
125,7006238675,NA,NA,NA,,1719,1111,1111,1111
126,8622033400,"Hauschild Michael","Hauschild, M.","European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Mathematics, Energy, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Computer Science, Chemistry",826,47150,22586,91
127,56438842500,"Hawkes Chris M.","Hawkes, Chris| Hawkes, C.| Hawkes, C. M.","University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Chemistry, Multidisciplinary",1783,78710,31958,112
128,7003506681,"Heflin Edward Gerard","Heflin, E.","University of California, Riverside, Riverside, United States","Physics and Astronomy",122,5945,3538,43
129,7004498903,"Hemingway Richard J.","Hemingway, R. J.| Hemingway, R.","Carleton University, Ottawa, Canada","Physics and Astronomy, Mathematics, Biochemistry Genetics and Molecular Biology, Earth and Planetary Sciences, Computer Science",455,18643,10677,60
130,7005146078,NA,NA,NA,,455,1111,1111,1111
131,7404772262,"Hill John C.","Hill, J. A.| Hill, J. C.| Hill, J.| Hill, John| Hill, J. E.","University of Cambridge, Cambridge, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology, Computer Science, Materials Science, Multidisciplinary, Medicine, Chemistry, Energy",1721,106461,43194,126
132,7102577657,"Hillier S. J.","Hillier, S.| Hillier, SJ","University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Energy, Computer Science, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Chemistry",1132,52206,21827,96
133,7004417908,"Hinshaw D. A.",NA,"University of Montreal, Montreal, Canada","Physics and Astronomy",104,4621,2972,36
134,7404652657,"Ho C.",NA,"University of California, Riverside, Riverside, United States","Physics and Astronomy",53,2907,1809,32
135,35227361000,"Hobbs John David","Hobbs, J. D.| Hobbs, J. David| Hobbs, J.| Hobbs, John D.","Stony Brook University, Stony Brook, United States","Physics and Astronomy, Engineering, Mathematics, Chemistry, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Materials Science, Energy, Computer Science, Multidisciplinary",1475,66059,25741,105
136,7101874441,NA,NA,NA,,1475,1111,1111,1111
137,7004557516,"Hochman Don","Hochman, D.","Weizmann Institute of Science Israel, Rehovot, Israel","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Computer Science",383,16788,8543,64
138,16458272800,"Holl B.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Computer Science",62,3891,2614,35
139,24487503800,"Homer Roger J.","Homer, R. J.| Homer, RJ| Homer, R.| Homer, Roger","University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology",446,23838,14830,69
140,35285543300,"Honma Alan K.","Honma, A.| Honma, Alan| Honma, A. K.","European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Mathematics, Engineering, Energy, Multidisciplinary, Biochemistry Genetics and Molecular Biology",462,32101,20439,70
141,57207806629,"Hou Suen R.","Hou, Suen| Hou, S. R.| Hou, S.","Academia Sinica, Institute Of Physics, Taipei, Taiwan","Physics and Astronomy, Engineering, Mathematics, Energy, Earth and Planetary Sciences, Multidisciplinary, Medicine, Chemistry, Computer Science, Biochemistry Genetics and Molecular Biology",1806,79147,32114,114
142,57206131361,"Howarth C. P.","Howarth, C.","UCL, London, United Kingdom","Physics and Astronomy",63,3191,1941,34
143,55939357400,"Hughes-Jones Richard E.","Hughes- Jones, R. E.| Hughes-Jones, R. E.| Hughes-Jones, R. F.| Hughes-Jones, Richard| Hughes-Jones, R.","University of Manchester, Manchester, United Kingdom","Physics and Astronomy, Engineering, Computer Science, Multidisciplinary, Energy, Biochemistry Genetics and Molecular Biology, Mathematics, Chemistry",432,21259,12333,67
144,7003700212,"Humbert R.",NA,"Universität Freiburg im Breisgau, Freiburg im Breisgau, Germany","Physics and Astronomy",101,5074,2930,38
145,22957455300,"Igo-Kemenes Peter","Igo-Kemenes, P.","Norges Teknisk-Naturvitenskapelige Universitet, Trondheim, Norway","Physics and Astronomy, Engineering, Social Sciences, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology, Multidisciplinary",443,36714,27095,61
146,7004574765,NA,NA,NA,,443,1111,1111,1111
147,55292436800,"Imrie Derek C.","Imrie, D.| Imrie, Derek| Imrie, D. C.","University of Victoria, Victoria, Canada","Physics and Astronomy, Materials Science, Engineering, Multidisciplinary, Chemistry, Biochemistry Genetics and Molecular Biology, Medicine, Mathematics",363,15059,9289,54
148,6602403943,NA,NA,NA,,363,1111,1111,1111
149,35351751800,"Jawahery Abolhassan","Jawahery, A.","University of Maryland, College Park, United States","Physics and Astronomy, Mathematics, Engineering, Biochemistry Genetics and Molecular Biology, Energy, Multidisciplinary",1343,49386,20484,95
150,7003717175,"Jeffreys P. W.","Jeffreys, P.| Jeffreys, PW","Rutherford Appleton Laboratory, , United Kingdom","Physics and Astronomy, Engineering, Energy, Mathematics, Materials Science, Biochemistry Genetics and Molecular Biology",283,13586,8517,54
151,8451806300,"Jérémie Hannes","Jérémie, H.| Jeremie, H.","University of Montreal, Montreal, Canada","Physics and Astronomy, Engineering, Biochemistry Genetics and Molecular Biology, Energy, Mathematics",420,15919,8783,57
152,7003314290,"Jimack Martin P.","Jimack, M.| Jimack, M. P.","University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy, Engineering, Energy, Biochemistry Genetics and Molecular Biology",323,13614,7500,59
153,57196079203,"Jobes M.",NA,"University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy",131,4366,2662,37
154,24325496700,"Jones Roger W.L.","Jones, R.| Jones, R. W.L.| Jones, Roger| Jones, R. W.| Jones, Rwl","Lancaster University, Lancaster, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Computer Science, Biochemistry Genetics and Molecular Biology, Medicine, Materials Science, Multidisciplinary, Chemistry, Energy, Earth and Planetary Sciences",1159,54949,23880,97
155,57187021800,"Jovanovíc Predrag","Jovanovic, Predrag| Jovanovic, P.| Jovanovíc, P.| Jovanović, P.","University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Energy, Computer Science, Biochemistry Genetics and Molecular Biology, Multidisciplinary",486,25177,14796,69
156,14067325700,"Karlen Dean","Karlen, D.","TRIUMF, Vancouver, Canada","Physics and Astronomy, Engineering, Computer Science, Mathematics, Energy, Biochemistry Genetics and Molecular Biology",525,56453,42977,67
157,6602710003,"Kawagoe Kiyotomo","Kawagoe, K.","Kyushu University, Fukuoka, Japan","Physics and Astronomy, Engineering, Mathematics, Multidisciplinary, Computer Science, Biochemistry Genetics and Molecular Biology, Medicine, Chemistry, Energy",1317,59889,25148,99
158,57195541670,"Kawamoto Tatsuo","Kawamoto, T.","University of Tokyo, Tokyo, Japan","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Medicine, Computer Science, Multidisciplinary, Energy, Chemistry, Materials Science",1193,58554,25079,97
159,7103353465,"Keeler Richard K.","Keeler, Richard| Keeler, R. K.| Keeler, R.","University of Victoria, Victoria, Canada","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Materials Science, Chemistry, Multidisciplinary",1279,59953,26044,100
160,7102105463,"Kellogg Richard G.","Brandt, S.| Kellogg, R.| Kellogg, R. G.| Kellog, Richard| Kellog, R. G.","University of Maryland, College Park, United States","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Energy",1289,59661,25402,98
161,7402502799,"Kennedy Brian W.","Kennedy, Brian Patrick| Kennedy, B. W.| Kennedy, B.| Kennedy, B. P.| Kennedy, Brian| Kennedy, Brian P.","University of Idaho, Moscow, United States","Physics and Astronomy, Agricultural and Biological Sciences, Mathematics, Engineering, Environmental Science, Chemistry, Materials Science, Multidisciplinary, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Medicine, Energy, Computer Science, Pharmacology Toxicology and Pharmaceutics",749,42889,22922,86
162,7004135079,"Kleinwort Claus","Kleinwort, C.","Deutsches Elektronen-Synchrotron (DESY), Hamburg, Germany","Physics and Astronomy, Engineering, Mathematics, Energy, Multidisciplinary, Computer Science, Biochemistry Genetics and Molecular Biology",1188,57167,23692,106
163,7003398728,"Klem Daniel E.","Klem, D.| Klem, D. E.","Lawrence Livermore National Laboratory, Livermore, United States","Physics and Astronomy, Engineering, Chemistry, Mathematics",80,3354,2144,34
164,10042385200,"Kobayashi Tomio","Kocian, M.| Klem, D. E.| Kobel, M.| Kobayashi, T.","University of Tokyo, Tokyo, Japan","Physics and Astronomy, Medicine, Engineering, Mathematics, Materials Science, Biochemistry Genetics and Molecular Biology, Computer Science, Energy, Immunology and Microbiology, Chemistry, Chemical Engineering",443,25597,16353,70
165,7003576494,"Kokott Th P.","Kokott, Th| Kokott, T.| Kokott, T. P.","Universität Bonn, Bonn, Germany","Physics and Astronomy, Engineering, Biochemistry Genetics and Molecular Biology, Mathematics, Chemistry",515,27199,15501,77
166,7003319678,"Komamiya Sachio","Komamya, S.| Komamiya, S.","University of Tokyo, Tokyo, Japan","Physics and Astronomy, Engineering, Medicine, Mathematics, Materials Science, Biochemistry Genetics and Molecular Biology, Energy, Chemical Engineering, Multidisciplinary",513,19220,10653,60
167,24755802900,NA,NA,NA,,513,1111,1111,1111
168,7103385920,"Kràl Jiri F.","Kràl, J.| Kral, J.| Kral, Jiri| Kral, J. F.","University of Jyvaskyla, Jyvaskyla, Finland","Physics and Astronomy, Engineering, Mathematics, Computer Science, Energy",294,20540,10938,76
169,56654167600,NA,NA,NA,,294,1111,1111,1111
170,7005565906,"Kreutzmann H.",NA,"Universität Bonn, Bonn, Germany","Physics and Astronomy",72,5914,3855,40
171,7003979532,"von Krogh J.","Von Krogh, J.","Universität Heidelberg, Heidelberg, Germany","Physics and Astronomy, Engineering, Biochemistry Genetics and Molecular Biology, Mathematics",471,20018,10837,63
172,35227513500,NA,NA,NA,,471,1111,1111,1111
173,7103200765,"Kuwano Mitsuhiro","Kuwano, M.","University of Tokyo, Tokyo, Japan","Physics and Astronomy, Engineering",72,3162,1784,33
174,10639199500,NA,NA,NA,,72,1111,1111,1111
175,57202569786,NA,NA,NA,,72,1111,1111,1111
176,7007056087,"Lamarche François","Lamarche, F.","École Polytechnique, Palaiseau, France","Physics and Astronomy, Engineering, Energy, Materials Science, Computer Science, Biochemistry Genetics and Molecular Biology",154,8172,4952,50
177,7006809359,"Larson W. J.",NA,"University of California, Riverside, Riverside, United States","Physics and Astronomy",53,2907,1809,32
178,7004767647,"Layter J. G.","Layter, J.","University of California, Riverside, Riverside, United States","Physics and Astronomy, Engineering, Biochemistry Genetics and Molecular Biology, Mathematics, Energy, Computer Science, Multidisciplinary",465,25998,16778,63
179,7004565361,"Le Du ̂ Patrick","Le Du ̂, P.| le Du, P.| Le Dû, P.| Le Du, Patrick| Le Dû, Patrick| Le Dǔ, P.| Le Du, P.","Institut de Physique Nucléaire de Lyon, Villeurbanne, France","Physics and Astronomy, Engineering, Energy, Computer Science, Medicine",141,6312,4325,46
180,7102713778,"Leblanc P.",NA,"University of Montreal, Montreal, Canada","Physics and Astronomy",125,6106,3578,45
181,14633891600,"Lee A. M.",NA,"Duke University, Durham, United States","Physics and Astronomy, Mathematics, Biochemistry Genetics and Molecular Biology, Computer Science",330,12218,6850,55
182,35314858100,"Lehto Mark H.","Lehto, Mark| Lehto, M. H.| Lehto, M.","University of Sheffield, Sheffield, United Kingdom","Physics and Astronomy, Engineering, Computer Science, Mathematics",236,15711,11305,54
183,7004210256,"Lellouch D.","Lellouch, J.","Weizmann Institute of Science Israel, Rehovot, Israel","Physics and Astronomy, Engineering, Mathematics, Computer Science, Energy, Biochemistry Genetics and Molecular Biology, Multidisciplinary",837,41135,19414,91
184,57190006726,"Lennert P.",NA,"Universität Heidelberg, Heidelberg, Germany","Physics and Astronomy, Engineering, Energy, Earth and Planetary Sciences, Mathematics",142,6474,4041,44
185,57196938559,"Leroy Claude","Leroy, C.","University of Montreal, Montreal, Canada","Physics and Astronomy, Engineering, Mathematics, Energy, Medicine, Computer Science, Materials Science, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Chemistry, Earth and Planetary Sciences, Health Professions",1100,49409,21486,96
186,7006400386,NA,NA,NA,,1100,1111,1111,1111
187,35313941100,"Letts James","Letts, J.| Würthwein, F.","University of California, San Diego, San Diego, United States","Physics and Astronomy, Engineering, Mathematics, Computer Science, Medicine, Multidisciplinary, Biochemistry Genetics and Molecular Biology",1209,55616,23558,95
188,7004361946,NA,NA,NA,,1209,1111,1111,1111
189,56967754100,NA,NA,NA,,1209,1111,1111,1111
190,7202190781,"Lloyd Steve L.","Lloyd, S.| Lloyd, S. L.| Lloyd, Steve","Queen Mary, University of London, London, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Materials Science, Chemistry, Multidisciplinary",1317,60153,25555,98
191,57202570285,"Loebinger F. K.","Lloyd, S. L.| Lorah, J. M.","University of Manchester, Manchester, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Chemistry, Multidisciplinary",660,31332,14256,79
192,57202572562,"Lorah J. M.",NA,"University of Maryland, College Park, United States","Physics and Astronomy",88,4051,2243,38
193,7003743786,"Lorazo B.",NA,"University of Montreal, Montreal, Canada","Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Computer Science",172,7596,4153,48
194,35351049000,NA,NA,NA,,172,1111,1111,1111
195,7202986955,"Ludwig Jens","Ludwig, J.","Lawrence Berkeley National Laboratory, Berkeley, United States","Physics and Astronomy, Engineering, Mathematics, Energy, Computer Science, Biochemistry Genetics and Molecular Biology, Materials Science, Chemistry, Multidisciplinary",732,40382,21819,81
196,7005177859,NA,NA,NA,,1111,1111,1111,1111
197,35313916500,"Marcellini Stefano","Marcellini, S.| marcellini, S.","Istituto Nazionale di Fisica Nucleare, Sezione di Bologna, Bologna, Italy","Physics and Astronomy, Engineering, Mathematics, Multidisciplinary, Biochemistry Genetics and Molecular Biology",1269,57940,24409,96
